office,state_po,district,special,race_type,incumbent,incumbent_party,inc_side,dem_candidate,rep_candidate,race_note,pres24,quality_diff,prior_edge,poll_count,poll_avg,poll_weight,fundamentals_mean,margin_median,margin_p10,margin_p90,p_dem
GOV,NE,0,False,standard,Jim Pillen,R,-1,Lynne Walz,Jim Pillen,,-20.840683303897794,-2.0,-2.469834530157563,7.0,-13.479506136402735,0.5467607327956526,-18.215817577158926,-15.53373292718355,-22.946059743706645,-8.276007314296674,0.0033
GOV,NH,0,False,standard,Kelly Ayotte,R,-1,Cinde Warmington,Kelly Ayotte,,2.821214946726764,-2.0,,7.0,-15.495854747143886,0.6020327750477548,4.012664686530552,-7.715315205212185,-14.919252126233506,-0.4710580366271553,0.08525
GOV,NM,0,False,standard,Michelle Lujan Grisham,D,0,Deb Haaland,Gregg Hull,,6.141812228647307,0.0,,3.0,13.14065112056406,0.4860811905795497,14.401781950182375,13.926661078160166,5.890522689080339,21.956699373933382,0.9865
GOV,NV,0,False,standard,Joe Lombardo,R,-1,Aaron Ford,Joe Lombardo,,-3.1590179085170167,-1.0,-3.308540504868871,12.0,-1.0482961032039213,0.5122065707969545,1.1437488039709474,0.045025085746566856,-7.485076101385201,7.703230511150782,0.5023
GOV,NY,0,False,standard,Kathy Hochul,D,1,Kathy Hochul,Bruce Blakeman,,12.689486117138935,2.0,-9.922834376338225,24.0,14.28883181111279,0.6095653672813471,21.701896396120368,17.17705279223565,10.239421266168275,24.02009803304544,0.9994
GOV,OH,0,False,standard,Mike DeWine,R,0,Amy Acton,Vivek Ramaswamy,,-11.313229427274072,0.0,,20.0,1.2401527307648397,0.5894362021371067,-3.020717042467094,-0.4986209633885717,-7.859047141926389,6.756046444006848,0.46395
GOV,OK,0,False,standard,Kevin Stitt,R,0,Cyndi Munson,Mike Mazzei,,-34.94008381234161,0.0,,,,0.0,-27.14415366403326,-27.05445787080152,-38.26816245020278,-15.938267860269173,0.00085
GOV,OR,0,False,standard,Tina Kotek,D,1,Tina Kotek,Christine Drazan,,14.866116069775194,2.0,-5.526093298493672,4.0,-2.0163265467659133,0.45708800176609776,26.606583541560838,13.598910820048658,5.483864234231511,21.633470266952912,0.9827
GOV,PA,0,False,standard,Josh Shapiro,D,1,Josh Shapiro,Stacy Garrity,,-1.7263846921271542,1.0,21.18005203479529,17.0,24.221406811688247,0.60197281541678,26.032490676485835,24.92043291309033,17.975311185553327,31.832551294414962,1.0
GOV,RI,0,False,standard,Dan McKee,D,0,Helena Foulkes,Aaron Guckian,,14.162406267890672,0.0,,2.0,40.11708443861314,0.4582046024842365,22.298393250188344,30.53579934977178,22.30167445199794,38.88832506585815,1.0
GOV,SC,0,False,standard,Henry McMaster,R,0,Jermaine Johnson,Alan Wilson,,-18.123365227038146,-1.0,,2.0,-13.175250156499455,0.30133718426197936,-10.9088349863793,-11.600624782153167,-21.01428008268949,-2.20662780602065,0.05675
GOV,SD,0,False,standard,Larry Rhoden,R,-1,Dan Ahlers,Larry Rhoden,,-29.890199073853058,-2.0,,,,0.0,-29.034204412782316,-28.926150549414743,-39.96760329584598,-17.956478669245293,0.0004
GOV,TN,0,False,standard,Bill Lee,R,0,Jerri Green,Marsha Blackburn,,-30.121099654993333,-2.0,,4.0,-16.481723629698827,0.5004262579582915,-24.171773411517044,-20.303204840327147,-28.34614825939913,-12.257696440190882,0.00075
GOV,TX,0,False,standard,Greg Abbott,R,-1,Gina Hinojosa,Greg Abbott,,-13.878067801618457,-2.0,-1.9361693870652523,35.0,-3.056964365075207,0.6415046912927241,-11.489058587470307,-6.106264283125822,-12.834984451541695,0.5888763074498446,0.12065
GOV,VT,0,False,standard,Phil Scott,R,-1,Amanda Janoo,Phil Scott,,32.77043577168019,-3.0,52.4168414249714,2.0,-16.385439844531756,0.3386867625914073,-0.7584385149081612,-6.07942934437691,-14.750258860514705,2.6527789226609295,0.18465
GOV,WI,0,False,standard,Tony Evers,D,0,David Crowley,Tom Tiffany,,-0.8733887823450505,-1.0,,9.0,3.8853739115919863,0.5867815434841492,6.4392476390186335,5.011032889158635,-2.3489402800534083,12.395703399083848,0.8088
GOV,WY,0,False,standard,Mark Gordon,R,0,Kenneth Casner,Eric Barlow,,-46.95834604821483,-1.0,,,,0.0,-40.66507894479629,-40.69897866881314,-51.72659768992617,-29.552860348517164,0.0
HOUSE,AK,0,False,rcv_bloc,Nick Begich III,R,-1,Eric Hafner,Nick Begich III,,-13.69312508474994,0.0,,2.0,-53.34684017766696,0.3137512170166951,-7.043623347041242,-21.557563430341013,-28.250182759856504,-14.879647108971684,0.0
HOUSE,AL,1,False,standard,None (new seat),,0,Clyde Jones Jr.,Jerry Carl,,-36.345566221179666,0.0,,,,0.0,-28.599501782913755,-28.504026064105048,-37.84497667949266,-19.332965930366747,5e-05
HOUSE,AL,2,False,standard,Shomari Figures,D,1,Shomari Figures,Rhett Marques,,-14.464028814208385,0.0,,3.0,-5.54204230720949,0.30802381244477356,-3.3423862828080435,-3.964726929949099,-10.829390851836648,2.7005928546938454,0.22155
HOUSE,AL,3,False,standard,Mike Rogers,R,-1,Lee McInnis,Mike Rogers,,-47.07264752025102,0.0,,,,0.0,-42.08499679656959,-41.917467373565415,-50.040612496276964,-33.951398072973184,0.0
HOUSE,AL,4,False,standard,Robert Aderholt,R,-1,Amanda Pusczek,Robert Aderholt,,-66.92238927771601,0.0,,,,0.0,-63.15596489949643,-63.078702262810864,-71.12995673031287,-55.05643646814137,0.0
HOUSE,AL,5,False,standard,Dale Strong,R,-1,Andrew Sneed,Dale Strong,,-29.494479149858233,0.0,,,,0.0,-23.82601557639931,-23.815472031021883,-31.80191923548219,-15.81291595328254,0.0001
HOUSE,AL,6,False,standard,Gary Palmer,R,-1,Maurice Mercer,Gary Palmer,,-34.997225548319264,0.0,,,,0.0,-29.50323772750385,-29.36260105366318,-37.49909614553531,-21.379384386797383,0.0
HOUSE,AL,7,False,standard,Terri Sewell,D,1,Terri Sewell,Ammie Akin,,17.94825384375597,0.0,,,,0.0,28.370767466193715,28.362022828879446,20.43284833191855,36.39072813802156,1.0
HOUSE,AR,1,False,standard,Rick Crawford,R,-1,Terri Green,Rick Crawford,,-46.175871865422906,0.0,,,,0.0,-41.1445838412536,-41.16334551915659,-49.131923753965594,-33.250304801456544,0.0
HOUSE,AR,2,False,standard,French Hill,R,-1,Chris Jones,French Hill,,-15.914419225205982,0.0,,2.0,4.096900842163263,0.31059308275748193,-9.593264553598171,-5.366901758228858,-12.17936196479658,1.3873676206453547,0.15635
HOUSE,AR,3,False,standard,Steve Womack,R,-1,Robb Ryerse,Steve Womack,,-25.590736769421778,0.0,,,,0.0,-19.812813461148465,-19.763481710752366,-27.767009000132578,-11.890310140262867,0.0008
HOUSE,AR,4,False,standard,Bruce Westerman,R,-1,James Russell,Bruce Westerman,,-40.66097964677422,0.0,,,,0.0,-35.382739203748116,-35.437622644712135,-43.402089299056044,-27.449146063156164,0.0
HOUSE,AZ,1,False,standard,David Schweikert,,0,Amish Shah,Jay Feely,,-3.136835928138348,0.0,,,,0.0,8.102222164538842,8.089522679153603,-1.0258101152020584,17.543993974900044,0.8713
HOUSE,AZ,2,False,standard,Eli Crane,R,-1,Jonathan Nez,Eli Crane,,-15.120247407676915,0.0,,3.0,-7.085619600756321,0.30919650250141656,-8.695617702127372,-8.160808232162987,-14.901292520567994,-1.3271674455819027,0.06315
HOUSE,AZ,3,False,same_party,Yassamin Ansari,D,1,Yassamin Ansari,,D,40.30739381027563,0.0,,,,,,,,,1.0
HOUSE,AZ,4,False,standard,Greg Stanton,D,1,Greg Stanton,Zuhdi Jasser,,6.762673080066313,0.0,,,,0.0,18.831158013956586,18.820849947804966,10.984364533071837,26.89755745710049,0.99895
HOUSE,AZ,5,False,standard,Andy Biggs,,0,Elizabeth Lee,Mark Lamb,,-20.192893032045866,0.0,,,,0.0,-11.921259987116144,-11.937055043075251,-21.076718249576206,-2.64910325418008,0.04795
HOUSE,AZ,6,False,standard,Juan Ciscomani,R,-1,JoAnna Mendoza,Juan Ciscomani,,-0.7577863175811479,0.0,,3.0,-1.9899723766667943,0.24816774232530728,8.237923647241335,5.669350494371068,-1.2349626862908853,12.811842318241919,0.8516
HOUSE,AZ,7,False,standard,Adelita Grijalva,D,1,Adelita Grijalva,Daniel Butierez,,22.388102593577123,0.0,,,,0.0,32.63763885449884,32.68649692812533,24.633393739584292,40.50768215295834,1.0
HOUSE,AZ,8,False,standard,Abraham Hamadeh,R,-1,Bernadette Greene-Placentia,Abraham Hamadeh,,-16.479945618728582,0.0,,,,0.0,-10.223730004785736,-10.149247391246695,-18.21650505328633,-2.259805056554167,0.0524
HOUSE,AZ,9,False,standard,Paul Gosar,R,-1,Dani Sterbinsky,Paul Gosar,,-31.342610456055603,0.0,,,,0.0,-25.72918829705371,-25.757894402914367,-33.65784579800604,-17.82927954117465,0.0
HOUSE,CA,1,False,standard,James Gallagher,R,-1,Mike McGuire,James Gallagher,,12.629463408737175,0.0,,,,0.0,18.90179538512784,18.95058645157924,11.055848729122351,26.836242411604996,0.9987
HOUSE,CA,2,False,standard,Jared Huffman,D,1,Jared Huffman,Robin Littau,,25.44160337217163,0.0,,,,0.0,35.5928018506637,35.7248916433948,27.68771732055077,43.52375939353924,1.0
HOUSE,CA,3,False,standard,Ami Bera,D,1,Ami Bera,Robb Tucker,,10.524576177817453,0.0,,,,0.0,21.731725902248016,21.73702361896817,13.834678004795725,29.794720265044845,0.99985
HOUSE,CA,4,False,same_party,Mike Thompson,D,1,Eric Jones; Mike Thompson,,D,14.94839647088782,0.0,,,,,,,,,1.0
HOUSE,CA,5,False,standard,Tom McClintock,R,-1,Michael Masuda,Tom McClintock,,-21.235866123925824,0.0,,,,0.0,-15.313303628299476,-15.262476823977092,-23.243217360569307,-7.284181266778478,0.0068
HOUSE,CA,6,False,independent,Kevin Kiley,,0,Richard Pan,,Kevin Kiley,8.682513359130274,0.0,,1.0,5.405405405405405,0.4369835267821923,17.9742116903968,12.535639362600499,4.409559571793189,20.655717447544145,0.9767
HOUSE,CA,7,False,same_party,Doris Matsui,D,1,Doris Matsui; Mai Vang,,D,13.242240467285542,0.0,,,,,,,,,1.0
HOUSE,CA,8,False,standard,John Garamendi,D,1,John Garamendi,Rudy Recile,,35.16151506846601,0.0,,,,0.0,44.960404562717045,44.92889919496122,36.92950346472663,52.822943718179175,1.0
HOUSE,CA,9,False,standard,Josh Harder,D,1,Josh Harder,John McBride,,11.79306950489872,0.0,,,,0.0,22.785175623889927,22.838746409788026,14.768278805966077,30.921010027390725,0.99995
HOUSE,CA,10,False,standard,Mark DeSaulnier,D,1,Mark DeSaulnier,Jeff Frese,,34.70519851744464,0.0,,,,0.0,44.52262616737323,44.55795793621027,36.66024402693821,52.585910462366535,1.0
HOUSE,CA,11,False,same_party,Nancy Pelosi,,0,Connie Chan; Scott Wiener,,D,70.62364833844883,0.0,,,,,,,,,1.0
HOUSE,CA,12,False,same_party,Lateefah Simon,D,1,Jamie Joyce; Lateefah Simon,,D,77.64166603414307,0.0,,,,,,,,,1.0
HOUSE,CA,13,False,standard,Adam Gray,D,1,Adam Gray,Kevin Lincoln,,0.38467032128098666,0.0,,,,0.0,13.88703632131669,13.93348442095668,5.808028008952739,21.793951235401206,0.9874
HOUSE,CA,14,False,same_party,Aisha Wahab,D,1,Melissa Hernandez; Aisha Wahab,,D,36.20284739037839,0.0,,,,,,,,,1.0
HOUSE,CA,15,False,standard,Kevin Mullin,D,1,Kevin Mullin,Charles Hoelter,,49.63592027213561,0.0,,,,0.0,58.741825719514836,58.74785900209184,50.86375519347074,66.67901161769626,1.0
HOUSE,CA,16,False,standard,Sam Liccardo,D,1,Sam Liccardo,Peter Soulé,,49.88409390678165,0.0,,,,0.0,58.97636473880877,58.96483908867035,51.12097143115905,66.90272759839337,1.0
HOUSE,CA,17,False,standard,Ro Khanna,D,1,Ro Khanna,Ritesh Tandon,,40.74153179236477,0.0,,,,0.0,50.29725981418659,50.39999975328727,42.50807788273433,58.178314787561234,1.0
HOUSE,CA,18,False,standard,Zoe Lofgren,D,1,Zoe Lofgren,Shane Lewis,,29.36942888310379,0.0,,,,0.0,39.38854609044334,39.4948373058832,31.57583638836497,47.3520948767377,1.0
HOUSE,CA,19,False,standard,Jimmy Panetta,D,1,Jimmy Panetta,Peter Coe Verbica,,35.65620730686175,0.0,,,,0.0,45.434768891097406,45.46530094361697,37.58260492948628,53.2962218200777,1.0
HOUSE,CA,20,False,standard,Vince Fong,R,-1,Sandra Van Scotter,Vince Fong,,-32.974775522914825,0.0,,,,0.0,-27.412849832022058,-27.44078732589075,-35.36667574220318,-19.47877356177885,0.0
HOUSE,CA,21,False,standard,Jim Costa,D,1,Jim Costa,Kyle Kirkland,,6.132521905498509,0.0,,,,0.0,18.36797926320867,18.448795882993778,10.355361459981792,26.418364299041013,0.99855
HOUSE,CA,22,False,standard,David Valadao,R,-1,Randy Villegas,David Valadao,,-1.904550659129194,0.0,,1.0,-1.0521739130434788,0.26553255439816176,7.106475674319388,4.988207059755014,-1.863385999521007,11.843767504532343,0.82235
HOUSE,CA,23,False,standard,Jay Obernolte,R,-1,Tessa Lynn Hodge,Jay Obernolte,,-19.916752765341304,0.0,,,,0.0,-13.930468216561346,-13.81927272564041,-21.771665394379333,-5.867207043651608,0.013
HOUSE,CA,24,False,standard,Salud Carbajal,D,1,Salud Carbajal,Bob Smith,,25.739617194559514,0.0,,,,0.0,35.88116607756223,35.913829526498645,28.041612216311744,43.797508838773176,1.0
HOUSE,CA,25,False,standard,Raul Ruiz,D,1,Raul Ruiz,Joe Males,,5.945627014024418,0.0,,,,0.0,18.231050227767017,18.30504920233214,10.35203608510266,26.245840131247075,0.9985
HOUSE,CA,26,False,standard,Julia Brownley,,0,Jacqui Irwin,Sam Gallucci,,15.718925391005014,0.0,,,,0.0,23.977769691683307,24.0531171304543,14.79251470276466,33.210804844987365,0.99935
HOUSE,CA,27,False,standard,George T. Whitesides,,0,George Whitesides,Jason Gibbs,,10.031526860467544,0.0,,,,0.0,19.03338773155252,18.98201996892582,9.830272664776693,28.234532963358507,0.9962
HOUSE,CA,28,False,standard,Judy Chu,D,1,Judy Chu,April Verlato,,26.1481226056064,0.0,,,,0.0,36.27636966141009,36.34004948988898,28.415046585426776,44.353312221575706,1.0
HOUSE,CA,29,False,same_party,Luz Rivas,D,1,Angelica Dueñas; Luz Rivas,,D,34.707532916037124,0.0,,,,,,,,,1.0
HOUSE,CA,30,False,standard,Laura Friedman,D,1,Laura Friedman,Scott Meyers,,41.437251814842114,0.0,,,,0.0,50.96053772428656,51.04623881809033,43.051961532166956,58.9375452027324,1.0
HOUSE,CA,31,False,standard,Gil Cisneros,D,1,Gil Cisneros,Eric Ching,,12.60519627223948,0.0,,,,0.0,23.480767371269163,23.477893980324406,15.550456915985643,31.46686742823381,0.99995
HOUSE,CA,32,False,standard,Brad Sherman,D,1,Brad Sherman,Larry Thompson,,25.747546353027406,0.0,,,,0.0,35.888837902455734,35.94877446099021,27.91281455360413,43.864076669326884,1.0
HOUSE,CA,33,False,standard,Pete Aguilar,D,1,Pete Aguilar,Stephanie Vargas,,10.074713405340932,0.0,,,,0.0,21.368030990223318,21.39872560523671,13.42666887246248,29.422267332905765,0.99975
HOUSE,CA,34,False,same_party,Jimmy Gomez,D,1,Jimmy Gomez; Angela Gonzales-Torres,,D,53.04146587963031,0.0,,,,,,,,,1.0
HOUSE,CA,35,False,standard,Norma Torres,D,1,Norma Torres,Mike Cargile,,8.045128888677315,0.0,,,,0.0,19.788012965953637,19.851365204543626,11.903489196717867,27.7351162537352,0.9991
HOUSE,CA,36,False,standard,Ted Lieu,D,1,Ted Lieu,Houston Brignano,,40.42823555904659,0.0,,,,0.0,49.99841971074015,50.03348620720733,42.20474560436666,57.88070060498801,1.0
HOUSE,CA,37,False,same_party,Sydney Kamlager-Dove,D,1,Sydney Kamlager-Dove; Samantha Mota,,D,62.30874203046086,0.0,,,,,,,,,1.0
HOUSE,CA,38,False,standard,None (new seat),,0,Hilda Solis,Pedro Casas,,12.742118430048967,0.0,,,,0.0,21.299593016794446,21.433225921620988,12.108170884056449,30.53916564376584,0.9979
HOUSE,CA,39,False,standard,Mark Takano,D,1,Mark Takano,Steve Manos,,9.780058137498687,0.0,,,,0.0,21.13259880403958,21.143927658672688,13.18524592124356,29.18336108253802,0.99975
HOUSE,CA,40,False,same_party,Young Kim,R,-1,,Ken Calvert; Young Kim,R,-12.603878865212948,0.0,,,,,,,,,0.0
HOUSE,CA,41,False,standard,Linda Sánchez,D,1,Linda Sánchez,Mitch Clemmons,,14.644434716860998,0.0,,,,0.0,25.29221738919275,25.324353744276245,17.39197982763685,33.2311271461086,1.0
HOUSE,CA,42,False,standard,Robert Garcia,D,1,Robert Garcia,Brian Burley,,13.56070313007434,0.0,,,,0.0,24.318792615213706,24.342451004196782,16.327101663948273,32.36432741592634,1.0
HOUSE,CA,43,False,standard,Maxine Waters,D,1,Maxine Waters,Cristian Morales,,50.587898039106896,0.0,,,,0.0,59.64118462903849,59.70513150410997,51.683092515796226,67.63591129952012,1.0
HOUSE,CA,44,False,standard,Nanette Barragán,D,1,Nanette Barragán,Genevieve Angel,,36.31627653527624,0.0,,,,0.0,46.06734097292629,46.058812639935105,38.37337352072957,54.03101328918038,1.0
HOUSE,CA,45,False,standard,Derek Tran,D,1,Derek Tran,Chuong Vo,,4.054985173885471,0.0,,,,0.0,16.83955165965145,16.841311527255026,8.853011629492588,24.738271127717276,0.99625
HOUSE,CA,46,False,standard,Lou Correa,D,1,Lou Correa,David Pan,,16.687679706845415,0.0,,,,0.0,27.180532293098175,27.170108319586575,19.323951658246383,35.12996101319865,1.0
HOUSE,CA,47,False,standard,Dave Min,D,1,Dave Min,Jenny Le Roux,,10.467836596792077,0.0,,,,0.0,21.685568933733023,21.72185410196043,13.808097339507599,29.675399574925855,0.99985
HOUSE,CA,48,False,standard,Darrell Issa,,0,Marni von Wilpert,Jim Desmond,,3.483522109969155,0.0,,1.0,3.4482758620689653,0.3802800634207773,14.109853499210963,10.091447774736064,2.630834874020455,17.54449458588477,0.95965
HOUSE,CA,49,False,standard,Mike Levin,D,1,Mike Levin,Armen Kurdian,,12.472724656910152,0.0,,,,0.0,23.36622157287294,23.401787310488633,15.425706943315225,31.339672607558594,0.99985
HOUSE,CA,50,False,standard,Scott Peters,D,1,Scott Peters,Steve Cohen,,18.835035308251694,0.0,,,,0.0,29.21595540698613,29.199144852059582,21.23884155496252,37.14766015485024,1.0
HOUSE,CA,51,False,standard,Sara Jacobs,D,1,Sara Jacobs,Ricardo Cabrera,,18.80325794580321,0.0,,,,0.0,29.185578696325038,29.17235633506787,21.228798811371213,37.03736949342771,1.0
HOUSE,CA,52,False,standard,Juan Vargas,D,1,Juan Vargas,Jeff Belle,,18.041442893620868,0.0,,,,0.0,28.459320096388424,28.47859671798281,20.551669143498877,36.44079727805967,1.0
HOUSE,CO,1,False,standard,Diana DeGette,,0,Melat Kiros,Christy Peterson,,57.612736564272474,0.0,,,,0.0,63.9513628273163,63.90749428466462,54.62920663306725,73.04344800016352,1.0
HOUSE,CO,2,False,standard,Joe Neguse,D,1,Joe Neguse,Kelley Dennison,,40.91811325700261,0.0,,,,0.0,50.465651513459264,50.44366862835773,42.50472248316723,58.38671013074949,1.0
HOUSE,CO,3,False,standard,Jeff Hurd,R,-1,Dwayne Romero,Jeff Hurd,,-9.976649536268868,0.0,,1.0,-6.498901098901099,0.28407801010429323,-2.512468278109157,-3.555924608180993,-10.414529159635565,3.2109210493855183,0.24755
HOUSE,CO,4,False,standard,Lauren Boebert,R,-1,Eileen Laubacher,Lauren Boebert,,-18.71337622079264,0.0,,,,0.0,-12.653054123189124,-12.707173767553256,-20.585412682722076,-4.589375397342114,0.0213
HOUSE,CO,5,False,standard,Jeff Crank,R,-1,Jessica Killin,Jeff Crank,,-9.337043356329268,0.0,,2.0,-6.529709931755382,0.2810484290091329,-1.7082982617628102,-3.1020084387575064,-9.916493956461059,3.8968753897642667,0.2812
HOUSE,CO,6,False,standard,Jason Crow,D,1,Jason Crow,Jason Clark,,20.360281044369106,0.0,,,,0.0,30.6799222975489,30.637086281459553,22.63386252165278,38.57483411663939,1.0
HOUSE,CO,7,False,standard,Brittany Pettersen,D,1,Brittany Pettersen,Tim Bennett,,15.41488104034284,0.0,,,,0.0,25.997056824126247,26.01998648271008,18.079462770664197,33.91839445144025,1.0
HOUSE,CO,8,False,standard,Gabe Evans,R,-1,Manny Rutinel,Gabe Evans,,-1.8800480977231158,0.0,,1.0,3.4723404255319146,0.3067256027916171,7.1314889951559834,5.982391436941537,-0.7893893828153217,12.814294568483088,0.87165
HOUSE,CT,1,False,standard,John B. Larson,,0,Luke Bronin,Amy Chai,,23.26879227281734,0.0,,,,0.0,31.189725494430192,31.22705625429351,22.059238328776765,40.468893490699905,1.0
HOUSE,CT,2,False,standard,Joe Courtney,D,1,Joe Courtney,George Austin,,7.856473409463372,0.0,,,,0.0,19.645628143108777,19.644183893551784,11.540560668739596,27.65615564858616,0.99915
HOUSE,CT,3,False,standard,Rosa DeLauro,D,1,Rosa DeLauro,Chris Lancia,,14.332117484384685,0.0,,,,0.0,25.00939225393525,25.05158323486546,17.06790773565171,33.08922620650216,1.0
HOUSE,CT,4,False,standard,Jim Himes,D,1,Jim Himes,Michael Goldstein,,23.729413954381982,0.0,,,,0.0,33.93555549498848,33.98660208977587,26.043755305562684,41.94979724473973,1.0
HOUSE,CT,5,False,standard,Jahana Hayes,D,1,Jahana Hayes,Chris Shea,,5.675230760185784,0.0,,,,0.0,18.03309282041493,18.036634943659674,10.062101369218887,26.066500259455044,0.99835
HOUSE,DE,0,False,standard,Sarah McBride,D,1,Sarah McBride,Joseph Arminio,,14.958471282996337,0.0,,,,0.0,25.57833196240258,25.635427592785476,17.53346745271917,33.66957964129037,1.0
HOUSE,FL,1,False,standard,Jimmy Patronis,R,-1,Gay Valimont,Jimmy Patronis,,-37.5886728785613,0.0,,,,0.0,-32.18868520050404,-32.23668637440191,-40.29379255872308,-24.31796595700768,0.0
HOUSE,FL,2,False,standard,Neal Dunn,,0,Amanda Green,Austin Rogers,,-18.176177438099554,0.0,,,,0.0,-9.776509415159484,-9.791638397930736,-18.921077035083293,-0.4947332405173317,0.0895
HOUSE,FL,3,False,standard,Kat Cammack,R,-1,Seth Harp,Kat Cammack,,-21.31654394584286,0.0,,,,0.0,-15.397417958731065,-15.399587571554694,-23.31477908810211,-7.419586109288441,0.0067
HOUSE,FL,4,False,standard,Aaron Bean,R,-1,LaShonda Holloway,Aaron Bean,,-11.962520792109427,0.0,,,,0.0,-4.971214144194472,-4.9473465433971775,-13.06764324902794,3.0695403156578,0.2112
HOUSE,FL,5,False,standard,John Rutherford,R,-1,Rachel Grage,John Rutherford,,-21.67839300824128,0.0,,,,0.0,-15.774139222440153,-15.812519594148933,-23.798652343916086,-7.788865242353776,0.00475
